docId,url
49,encs.concordia.ca/future-students/graduate-education/programs/service-engineering-and-network-management/index.html
50,encs.concordia.ca/future-students/graduate-education/programs/electrical-and-computer-engineering/index.html
51,encs.concordia.ca/future-students/graduate-education/programs/computer-science/index.html
52,encs.concordia.ca/future-students/graduate-education/programs/aerospace-engineering/index.html
53,encs.concordia.ca/future-students/graduate-education/programs/mechanical-and-industrial-engineering/index.html
54,encs.concordia.ca/future-students/graduate-education/programs/software-engineering/index.html
55,encs.concordia.ca/future-students/graduate-education/programs/information-systems-security/index.html
56,encs.concordia.ca/future-students/graduate-education/programs/quality-systems-engineering/index.html
57,encs.concordia.ca/future-students/graduate-education/programs/3d-graphics-and-game-development/index.html
58,encs.concordia.ca/future-students/graduate-education/applying-to-encs-grad/index.html
59,encs.concordia.ca/aits/software/index.html
60,encs.concordia.ca/aits/public/top/courseSupport.html
61,encs.concordia.ca/aits/public/top/team.html
62,encs.concordia.ca/aits/public/top/sitemap.html
63,encs.concordia.ca/aits/public/top/MSDNAA/index.html
64,encs.concordia.ca/aits/public/top/archive/index.html
65,encs.concordia.ca/aits/public/nag/index.html
66,encs.concordia.ca/aits/public/nag/ransom/index.html
67,encs.concordia.ca/aits/public/nag/user_managed/index.html
68,encs.concordia.ca/aits/public/desktop/dg_public_index.html
69,encs.concordia.ca/aits/public/desktop/ENCS_Managed_Desktop/Windows/HowTo/RemoteAccess/remoteaccess.html
70,encs.concordia.ca/aits/public/desktop/ENCS_Managed_Desktop/Windows/Software/ENCS_Managed_Software.html
71,encs.concordia.ca/aits/public/desktop/ENCS_Managed_Desktop/Linux/Software/ENCS_Managed_Software.html
72,encs.concordia.ca/aits/public/desktop/Vista/activation.html
73,encs.concordia.ca/aits/public/desktop/USER_Managed_Desktop/Windows/HowTo/Map_a_Network_Drive/Map_a_Network_Drive.html
74,encs.concordia.ca/aits/public/desktop/USER_Managed_Desktop/Windows/HowTo/Install_Sophos_Antivirus/Install_Sophos_Antivirus.html
75,encs.concordia.ca/aits/public/desktop/USER_Managed_Desktop/Windows/HowTo/Add_a_SAMBA_Printer/Add_a_SAMBA_Printer.html
76,encs.concordia.ca/aits/public/desktop/pay-to-print/pay_to_print.html
77,encs.concordia.ca/ces/index.html
78,encs.concordia.ca/administration-and-governance/index.html
79,encs.concordia.ca/administration-and-governance/faculty-council/index.html
80,encs.concordia.ca/administration-and-governance/about-the-dean/index.html
81,encs.concordia.ca/administration-and-governance/the-deans-office/index.html
82,encs.concordia.ca/administration-and-governance/administrative-units/research-office/index.html
83,encs.concordia.ca/administration-and-governance/administrative-units/research-office/research-facilitation/index.html
84,encs.concordia.ca/administration-and-governance/administrative-units/building-operations/index.html
85,encs.concordia.ca/administration-and-governance/administrative-units/academic-information-technology-services/index.html
86,encs.concordia.ca/administration-and-governance/administrative-units/academic-information-technology-services/aits-personnel/index.html
87,encs.concordia.ca/administration-and-governance/administrative-units/student-academic-services/sas-team/index.html
88,encs.concordia.ca/administration-and-governance/administrative-units/academic-and-personnel-affairs/index.html
89,encs.concordia.ca/administration-and-governance/administrative-units/budget-office/index.html
90,encs.concordia.ca/administration-and-governance/industrial-advisory-council/index.html
91,encs.concordia.ca/administration-and-governance/jobs/index.html
92,encs.concordia.ca/administration-and-governance/associate-deans-and-special-advisor/research-and-graduate-studies/index.html
93,encs.concordia.ca/administration-and-governance/associate-deans-and-special-advisor/academic-affairs/index.html
94,encs.concordia.ca/administration-and-governance/associate-deans-and-special-advisor/academic-programs/index.html
95,encs.concordia.ca/administration-and-governance/associate-deans-and-special-advisor/aerospace/aerospace-activities/index.html
96,encs.concordia.ca/administration-and-governance/associate-deans-and-special-advisor/student-academic-services/index.html
97,encs.concordia.ca/helpdesk/policy.html
98,encs.concordia.ca/helpdesk/search.html
99,encs.concordia.ca/helpdesk/helpdesk.html
100,encs.concordia.ca/helpdesk/problem.html
101,encs.concordia.ca/helpdesk/howto/plain_password.html
102,encs.concordia.ca/helpdesk/resource/capstone_490.html
103,encs.concordia.ca/helpdesk/resource/laptop_projector_lending.html
104,encs.concordia.ca/helpdesk/access/lab_operation_hours.html
105,encs.concordia.ca/helpdesk/staff/aboutus.html
106,encs.concordia.ca/helpdesk/policy/assets_inventory.html
107,encs.concordia.ca/helpdesk/policy/printing_quota_policy.html
108,encs.concordia.ca/helpdesk/policy/encs_photocopier.html
109,encs.concordia.ca/helpdesk/policy/lab_policies.html
110,encs.concordia.ca/helpdesk/policy/update_softwares.html
111,encs.concordia.ca/helpdesk/policy/account_policy.html
112,encs.concordia.ca/helpdesk/policy/local_disk_data.html
113,encs.concordia.ca/helpdesk/policy/minor_purchasing.html
114,encs.concordia.ca/scs/current-undergraduate.html
115,encs.concordia.ca/Faculty/directory/FA/index.html_AITS
116,encs.concordia.ca/current-students/index.html
117,encs.concordia.ca/current-students/newly-admitted-students/index.html
118,encs.concordia.ca/current-students/graduate-program-requirements/index.html
119,encs.concordia.ca/current-students/industrial-experience/index.html
120,encs.concordia.ca/current-students/registration/index.html
121,encs.concordia.ca/current-students/registration/add-or-drop-course/index.html
122,encs.concordia.ca/current-students/registration/credit-loads/index.html
123,encs.concordia.ca/current-students/forms-and-procedures/transfer-credits/index.html
124,encs.concordia.ca/current-students/forms-and-procedures/expectation-of-originality/index.html
125,encs.concordia.ca/current-students/forms-and-procedures/student-requests/index.html
126,encs.concordia.ca/current-students/undergraduate-program-requirements/index.html
127,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/index.html
128,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/mechanical-engineering/index.html
129,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/computer-engineering/index.html
130,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/computer-science/index.html
131,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/civil-engineering/index.html
132,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/software-engineering/index.html
133,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/industrial-engineering/index.html
134,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/building-engineering/index.html
135,encs.concordia.ca/current-students/undergraduate-program-requirements/course-sequences/electrical-engineering/index.html
136,encs.concordia.ca/current-students/undergraduate-program-requirements/grade-point-average/index.html
137,encs.concordia.ca/current-students/undergraduate-program-requirements/writing-test/index.html
138,encs.concordia.ca/current-students/undergraduate-program-requirements/capstone-projects/index.html
139,encs.concordia.ca/current-students/undergraduate-program-requirements/graduation/index.html
140,encs.concordia.ca/current-students/international-exchanges/index.html
141,encs.concordia.ca/Design/research/index.html
142,encs.concordia.ca/Design/resources/index.html
143,encs.concordia.ca/Design/news-and-events/index.html
144,encs.concordia.ca/Design/future-students/visiting-and-exchange-students/index.html
145,encs.concordia.ca/Design/future-students/undergraduate-education/index.html
146,encs.concordia.ca/Design/future-students/graduate-education/scholarships/index.html
147,encs.concordia.ca/Design/future-students/graduate-education/programs/index.html
148,encs.concordia.ca/Design/future-students/graduate-education/programs/building-civil-and-environmental-engineering/index.html
149,encs.concordia.ca/Design/future-students/graduate-education/programs/service-engineering-and-network-management/index.html
150,encs.concordia.ca/Design/future-students/graduate-education/programs/electrical-and-computer-engineering/index.html
151,encs.concordia.ca/Design/future-students/graduate-education/programs/computer-science/index.html
152,encs.concordia.ca/Design/future-students/graduate-education/programs/aerospace-engineering/index.html
153,encs.concordia.ca/Design/future-students/graduate-education/programs/mechanical-and-industrial-engineering/index.html
154,encs.concordia.ca/Design/future-students/graduate-education/programs/software-engineering/index.html
155,encs.concordia.ca/Design/future-students/graduate-education/programs/information-systems-security/index.html
156,encs.concordia.ca/Design/future-students/graduate-education/programs/quality-systems-engineering/index.html
157,encs.concordia.ca/Design/future-students/graduate-education/programs/3d-graphics-and-game-development/index.html
158,encs.concordia.ca/Design/future-students/graduate-education/applying-to-encs-grad/index.html
159,encs.concordia.ca/Design/administration-and-governance/index.html
160,encs.concordia.ca/Design/administration-and-governance/administrative-units/student-academic-services/index.html
161,encs.concordia.ca/Design/administration-and-governance/industrial-advisory-council/index.html
162,encs.concordia.ca/Design/current-students/newly-admitted-students/index.html
163,encs.concordia.ca/Design/current-students/graduate-program-requirements/index.html
164,encs.concordia.ca/Design/current-students/industrial-experience/index.html
165,encs.concordia.ca/Design/current-students/registration/index.html
166,encs.concordia.ca/Design/current-students/forms-and-procedures/index.html
167,encs.concordia.ca/Design/current-students/undergraduate-program-requirements/index.html
168,encs.concordia.ca/Design/current-students/international-exchanges/index.html
169,encs.concordia.ca/Design/policies-and-procedures/index.html
170,encs.concordia.ca/policies-and-procedures/academic-personnel/critical-path/index.html
171,encs.concordia.ca/policies-and-procedures/academic-personnel/sabbaticals/index.html
172,encs.concordia.ca/policies-and-procedures/academic-personnel/deadlines/index.html
173,encs.concordia.ca/policies-and-procedures/academic-personnel/contract-renewals/index.html
174,encs.concordia.ca/policies-and-procedures/academic-personnel/promotion-to-associate/index.html
175,encs.concordia.ca/policies-and-procedures/academic-personnel/promotion-to-professor/index.html
176,encs.concordia.ca/policies-and-procedures/academic-personnel/applying-for-tenure/index.html
177,encs.concordia.ca/policies-and-procedures/academic-personnel/new-employees/index.html
178,encs.concordia.ca/policies-and-procedures/budget-and-finance/travel/index.html
179,encs.concordia.ca/policies-and-procedures/budget-and-finance/financial-support-for-faculty/index.html
180,encs.concordia.ca/policies-and-procedures/budget-and-finance/professional-development-allowance/index.html
181,encs.concordia.ca/policies-and-procedures/budget-and-finance/purchasing/index.html
182,encs.concordia.ca/policies-and-procedures/research-support/index.html
183,encs.concordia.ca/policies-and-procedures/research-support/gssp/index.html
184,encs.concordia.ca/policies-and-procedures/research-support/workshops/index.html
185,encs.concordia.ca/policies-and-procedures/research-support/cara-funds/index.html
186,encs.concordia.ca/policies-and-procedures/research-support/external-funding/index.html
187,encs.concordia.ca/policies-and-procedures/research-support/start-up-funds/index.html
188,encs.concordia.ca/policies-and-procedures/teaching/application-for-part-time-teaching/index.html
189,encs.concordia.ca/policies-and-procedures/teaching/teaching-assistants/index.html
190,encs.concordia.ca/policies-and-procedures/teaching/teaching-assistants/oral-proficiency-test/index.html
191,encs.concordia.ca/policies-and-procedures/teaching/part-time-instructors/index.html
192,encs.concordia.ca/policies-and-procedures/teaching/professional-engineering-license/index.html
193,encs.concordia.ca/policies-and-procedures/teaching/teaching-excellence-award/index.html
194,encs.concordia.ca/policies-and-procedures/teaching/part-time-faculty/index.html
195,encs.concordia.ca/policies-and-procedures/teaching/full-time-faculty/index.html
